日期,股东人数(户),较上期变化(%),人均流通股(股),较上期变化(%),筹码集中度,股价(元),人均持股金额(元),前十大股东持股合计(%),前十大流通股东持股合计(%),公司代码
2017-05-31,4.17万,0.81,2.8万,42.77,非常集中,6.78,19万,--,--,000035
2017-05-15,4.13万,0.55,2.0万,-0.55,非常集中,6.79,13万,--,--,000035
2018-02-28,7.24万,0.24,1.6万,-0.24,非常集中,9.36,15万,--,--,000036
2018-02-15,7.23万,-3.77,1.6万,3.91,非常集中,8.98,14万,--,--,000036
2018-01-31,7.51万,0.61,1.5万,-0.60,非常集中,11.25,17万,--,--,000036
2018-01-15,7.46万,-1.24,1.5万,1.25,非常集中,9.90,15万,--,--,000036
2017-12-29,7.56万,0.71,1.5万,-0.71,非常集中,9.04,14万,--,--,000036
2017-12-15,7.51万,-0.92,1.5万,0.93,非常集中,8.72,13万,--,--,000036
2017-11-30,7.57万,-4.18,1.5万,4.37,非常集中,9.09,14万,--,--,000036
2017-11-15,7.91万,1.60,1.4万,-1.57,非常集中,9.89,14万,--,--,000036
2017-10-31,7.78万,0.12,1.5万,-0.12,非常集中,9.55,14万,--,--,000036
2017-10-13,7.77万,-0.97,1.5万,0.98,非常集中,10.33,15万,--,--,000036
2017-09-30,3.16万,2.73,1.9万,-2.66,非常集中,8.77,17万,44.51,44.51,000037
2017-06-30,3.07万,-2.66,2.0万,2.74,非常集中,10.39,20万,45.15,45.15,000037
2017-03-31,3.16万,-2.90,1.9万,2.98,非常集中,12.16,23万,45.10,45.10,000037
2017-02-28,3.25万,0.81,1.9万,-0.80,非常集中,12.40,23万,--,--,000037
2016-12-31,3.22万,1.86,1.9万,-1.83,非常集中,11.21,21万,45.34,45.34,000037
2016-09-30,3.17万,0.02,1.9万,-0.02,非常集中,12.49,24万,44.62,44.62,000037
2016-06-30,3.16万,-26.10,1.9万,35.31,非常集中,12.49,24万,44.62,44.62,000037
2016-03-31,4.28万,-4.14,1.4万,4.31,非常集中,10.11,14万,43.51,43.51,000037
2016-03-15,4.47万,6.83,1.3万,-6.39,非常集中,9.60,13万,--,--,000037
2015-12-31,4.18万,-7.26,1.4万,7.82,非常集中,12.93,19万,44.90,44.90,000037
2018-02-28,1.74万,2.73,4529.1,-2.66,较集中,18.50,8万,--,--,000038
2018-02-14,1.70万,-5.83,4652.8,6.19,较集中,18.66,9万,--,--,000038
2018-01-31,1.80万,-4.60,4381.4,4.82,较集中,19.42,9万,--,--,000038
2018-01-15,1.89万,-7.44,4179.9,8.03,较集中,19.69,8万,--,--,000038
2017-12-29,2.04万,-10.89,3869.1,12.22,较集中,20.77,8万,--,--,000038
2017-12-15,2.29万,12.32,3447.7,-10.97,较集中,23.35,8万,--,--,000038
2017-11-30,2.04万,20.21,3872.3,-16.81,较集中,22.02,9万,--,--,000038
2017-11-15,1.69万,23.78,4654.7,-19.21,较集中,20.60,10万,--,--,000038
2017-10-31,1.37万,-0.01,5761.8,0.01,非常集中,19.78,11万,--,--,000038
2017-10-13,1.37万,-0.02,5761.0,0.02,非常集中,19.78,11万,--,--,000038
2017-09-30,7.31万,-9.66,4.1万,10.74,非常集中,18.15,74万,78.42,78.42,000039
2017-06-30,8.09万,-7.47,3.7万,8.11,非常集中,18.03,66万,77.99,77.99,000039
2017-06-05,8.75万,25.49,3.4万,-20.31,非常集中,16.57,56万,--,--,000039
2017-03-31,6.97万,5.38,4.3万,-5.10,非常集中,16.10,69万,78.03,78.03,000039
2017-02-28,6.62万,-14.33,4.5万,16.74,非常集中,16.86,76万,--,--,000039
2016-12-31,7.72万,-5.58,3.9万,5.93,非常集中,14.62,56万,78.25,78.25,000039
2016-09-30,8.18万,-0.86,3.6万,0.87,非常集中,14.07,51万,78.30,78.30,000039
2016-06-30,8.25万,-0.55,3.6万,0.56,非常集中,14.17,51万,77.98,77.98,000039
2016-03-31,8.29万,0.10,3.6万,-0.10,非常集中,15.38,55万,77.91,77.91,000039
2016-02-29,8.29万,8.26,3.6万,-7.61,非常集中,13.41,48万,--,--,000039
2018-01-31,2.89万,-1.04,3.7万,1.05,非常集中,12.59,46万,--,--,000040
2017-12-22,2.92万,-0.70,3.6万,0.71,非常集中,13.82,50万,--,--,000040
2017-11-15,2.94万,-2.01,3.6万,2.05,非常集中,15.56,56万,--,--,000040
2017-09-30,3.00万,-15.20,3.5万,167.90,非常集中,15.38,54万,75.37,54.88,000040
2017-06-30,3.53万,6.07,1.3万,-5.29,非常集中,13.15,17万,75.37,15.75,000040
2017-03-31,3.33万,-8.12,1.4万,8.83,非常集中,13.14,18万,75.37,16.30,000040
2017-01-31,3.63万,-3.05,1.3万,3.15,非常集中,12.38,16万,--,--,000040
2016-12-31,3.74万,-1.20,1.2万,1.21,非常集中,12.29,15万,75.37,15.83,000040
2016-09-30,3.79万,-7.15,1.2万,7.70,非常集中,13.05,16万,75.37,15.95,000040
2016-06-30,4.08万,-13.06,1.1万,15.02,非常集中,11.74,13万,44.68,44.68,000040
2018-01-31,1.34万,0.25,3.6万,-0.25,非常集中,16.93,62万,--,--,000042
2018-01-15,1.34万,-1.12,3.6万,1.14,非常集中,17.60,64万,--,--,000042
2017-12-29,1.35万,-2.01,3.6万,2.05,非常集中,16.23,59万,--,--,000042
2017-12-15,1.38万,-1.66,3.5万,1.69,非常集中,16.33,58万,--,--,000042
2017-11-30,1.40万,-2.02,3.5万,2.07,非常集中,15.74,55万,--,--,000042
2017-11-15,1.43万,-5.40,3.4万,5.71,非常集中,15.93,54万,--,--,000042
2017-10-31,1.51万,6.34,3.2万,-5.96,非常集中,16.80,54万,--,--,000042
2017-10-13,1.42万,-0.76,3.4万,0.77,非常集中,16.91,58万,--,--,000042
2017-09-30,1.43万,0.00,3.4万,0.00,非常集中,16.64,57万,73.94,47.34,000042
2017-09-29,1.43万,-2.36,3.4万,2.42,非常集中,16.64,57万,--,--,000042
2018-02-14,2.30万,-0.77,2.9万,0.78,非常集中,8.60,25万,--,--,000043
2018-01-31,2.31万,-1.52,2.9万,1.55,非常集中,10.02,29万,--,--,000043
2018-01-15,2.35万,11.41,2.8万,-10.24,非常集中,10.02,28万,--,--,000043
2017-12-29,2.11万,-0.15,3.2万,0.15,非常集中,9.71,31万,--,--,000043
2017-12-15,2.11万,0.33,3.2万,-0.33,非常集中,10.02,32万,--,--,000043
2017-11-30,2.10万,-0.01,3.2万,0.01,非常集中,10.25,32万,--,--,000043
2017-11-15,2.11万,-2.27,3.2万,2.32,非常集中,10.74,34万,--,--,000043
2017-10-31,2.15万,-0.75,3.1万,0.75,非常集中,10.49,32万,--,--,000043
2017-10-13,2.17万,-0.51,3.1万,0.51,非常集中,10.58,33万,--,--,000043
2017-09-30,2.18万,0.00,3.1万,0.00,非常集中,10.60,32万,54.94,54.94,000043
2017-09-30,4.10万,4.23,1.2万,-4.06,非常集中,11.72,14万,51.53,51.53,000045
2017-06-30,3.93万,-9.74,1.3万,10.79,非常集中,12.00,15万,51.90,51.90,000045
2017-03-31,4.35万,-5.53,1.2万,5.85,非常集中,12.72,15万,53.02,53.02,000045
2017-02-28,4.61万,10.88,1.1万,-9.82,非常集中,14.73,16万,--,--,000045
2016-12-31,4.16万,28.13,1.2万,-21.96,非常集中,14.00,17万,53.39,53.39,000045
2016-09-30,3.24万,-4.39,1.6万,4.59,非常集中,13.31,21万,57.12,57.12,000045
2016-06-30,3.39万,3.14,1.5万,-3.05,非常集中,13.58,20万,56.69,56.69,000045
2016-03-31,3.29万,1.37,1.5万,9.80,非常集中,12.72,20万,56.25,56.25,000045
2016-02-29,3.24万,4.71,1.4万,-4.50,非常集中,9.76,14万,--,--,000045
2015-12-31,3.10万,2.30,1.5万,-2.25,非常集中,14.11,21万,57.11,46.95,000045
2017-11-30,3.69万,-8.13,13.8万,8.85,非常集中,7.65,106万,--,--,000046
2017-09-30,4.01万,-1.37,12.7万,1.39,非常集中,8.12,103万,82.99,81.15,000046
2017-06-30,4.07万,4.53,12.5万,-4.36,非常集中,8.73,109万,84.47,82.62,000046
2017-03-31,3.89万,-2.28,13.1万,14.55,非常集中,9.07,119万,83.95,82.11,000046
2016-12-31,3.98万,1.77,11.4万,-1.74,非常集中,9.29,106万,83.12,75.79,000046
2016-11-08,3.91万,2.84,11.6万,-2.77,非常集中,10.20,119万,--,--,000046
2016-09-30,3.80万,0.24,12.0万,-0.24,非常集中,10.55,126万,82.21,75.93,000046
2016-09-12,3.80万,-0.65,12.0万,0.65,非常集中,10.29,123万,--,--,000046
2016-08-24,3.82万,-12.18,11.9万,13.87,非常集中,10.86,129万,--,--,000046
2016-06-30,4.35万,-3.19,10.5万,3.29,非常集中,10.11,106万,82.41,76.05,000046
2017-09-30,1.08万,-4.48,3.6万,5.63,非常集中,25.50,91万,78.26,77.11,000048
2017-06-30,1.13万,-10.37,3.4万,11.58,非常集中,26.43,90万,78.26,77.11,000048
2017-03-31,1.26万,3.13,3.0万,-3.03,非常集中,33.26,101万,76.41,75.81,000048
2016-12-31,1.22万,-8.70,3.1万,9.53,非常集中,37.92,119万,76.41,75.81,000048
2016-09-30,1.34万,-20.38,2.9万,25.60,非常集中,34.10,98万,76.41,75.81,000048
2016-06-30,1.68万,-23.21,2.3万,30.22,非常集中,35.73,81万,76.40,75.19,000048
2016-03-31,2.18万,2.98,1.7万,-2.89,非常集中,33.67,59万,74.20,73.05,000048
2015-12-31,2.12万,-1.18,1.8万,0.12,非常集中,36.40,66万,58.13,58.13,000048
2015-09-30,2.15万,-1.15,1.8万,1.17,非常集中,24.26,44万,53.44,53.44,000048
2015-06-30,2.17万,21.51,1.8万,-16.36,非常集中,25.30,45万,48.31,48.31,000048
2018-02-28,3.43万,1.07,5979.4,-1.06,非常集中,35.29,21万,--,--,000049
2018-02-14,3.40万,-1.06,6043.5,1.07,非常集中,33.56,20万,--,--,000049
2018-01-31,3.43万,13.64,5979.3,-12.01,非常集中,34.46,21万,--,--,000049
2018-01-15,3.02万,2.07,6795.0,-2.03,非常集中,38.46,26万,--,--,000049
2017-12-29,2.96万,8.08,6935.8,-7.48,非常集中,39.59,27万,--,--,000049
2017-12-15,2.74万,5.66,7496.4,-5.35,非常集中,41.68,31万,--,--,000049
2017-11-30,2.59万,22.35,7920.5,-18.27,非常集中,42.40,34万,--,--,000049
2017-11-15,2.12万,-22.46,9690.9,28.96,非常集中,52.61,51万,--,--,000049
2017-10-31,2.73万,-2.79,7514.8,2.87,非常集中,52.40,39万,--,--,000049
2017-10-13,2.81万,-8.98,7304.8,9.87,非常集中,52.38,38万,--,--,000049
2018-02-28,8.43万,0.42,1.7万,-0.42,非常集中,17.09,28万,--,--,000050
2018-02-14,8.39万,-2.45,1.7万,2.51,非常集中,15.90,27万,--,--,000050
2018-01-31,8.60万,0.39,1.6万,-0.39,非常集中,17.17,28万,--,--,000050
2018-01-15,8.57万,-2.74,1.6万,2.81,非常集中,19.11,31万,52.63,--,000050
2017-12-31,8.81万,0.00,1.6万,0.00,非常集中,19.71,31万,52.63,52.63,000050
2017-12-29,8.81万,0.21,1.6万,-0.21,非常集中,19.71,31万,--,--,000050
2017-12-15,8.79万,3.87,1.6万,-3.73,非常集中,20.18,32万,--,--,000050
2017-11-30,8.46万,0.63,1.7万,-0.63,非常集中,21.89,36万,--,--,000050
2017-11-15,8.41万,7.80,1.7万,-7.23,非常集中,25.73,43万,--,--,000050
2017-10-31,7.80万,5.25,1.8万,-4.99,非常集中,25.20,45万,--,--,000050
2017-09-30,5.91万,24.83,2.0万,-16.48,非常集中,7.71,15万,30.16,30.16,000055
2017-06-30,4.73万,14.73,2.4万,30.74,非常集中,7.28,17万,31.96,31.87,000055
2017-03-31,4.12万,6.35,1.8万,-5.97,非常集中,14.45,26万,32.86,32.83,000055
2017-02-28,3.88万,-11.95,1.9万,13.57,非常集中,14.21,28万,--,--,000055
2016-12-31,4.40万,9.90,1.7万,-9.01,非常集中,13.63,23万,32.74,32.72,000055
2016-09-30,4.01万,20.55,1.9万,-17.05,非常集中,15.37,29万,32.98,32.98,000055
2016-06-30,3.32万,-18.64,2.3万,22.90,非常集中,18.82,43万,34.54,34.54,000055
2016-03-31,4.08万,-13.15,1.9万,15.14,非常集中,14.07,26万,33.51,33.51,000055
2015-12-31,4.70万,-6.34,1.6万,6.74,非常集中,14.38,23万,33.30,33.30,000055
2015-09-30,5.02万,10.75,1.5万,-9.70,非常集中,6.80,10万,30.99,30.99,000055
2017-09-30,1.72万,-5.06,3.1万,5.33,非常集中,12.70,39万,68.77,19.59,000056
2017-06-30,1.81万,-5.45,2.9万,5.77,非常集中,11.95,35万,69.00,19.63,000056
2017-03-31,1.92万,-3.78,2.8万,3.92,非常集中,12.89,36万,69.10,19.73,000056
2016-12-31,1.99万,3.19,2.7万,-3.09,非常集中,13.25,35万,69.10,19.73,000056
2016-09-30,1.93万,1.61,2.7万,96.83,非常集中,12.50,34万,69.10,19.84,000056
2016-06-30,1.90万,23.86,1.4万,-19.26,非常集中,25.48,36万,68.90,19.62,000056
2016-03-31,1.53万,-1.52,1.7万,1.54,非常集中,30.64,53万,68.88,19.38,000056
2015-12-31,1.56万,-21.33,1.7万,27.12,非常集中,33.83,57万,68.00,17.56,000056
2015-09-30,1.98万,-3.60,1.3万,3.73,非常集中,23.20,31万,67.87,17.10,000056
2015-06-30,2.05万,23.55,1.3万,-19.06,非常集中,29.84,38万,32.55,32.55,000056
2018-01-31,7.17万,1.09,1.1万,-1.08,非常集中,7.05,8万,--,--,000058
2018-01-15,7.09万,-0.77,1.1万,0.78,非常集中,7.42,8万,--,--,000058
2017-12-31,7.15万,-1.99,1.1万,2.03,非常集中,7.40,8万,--,--,000058
2017-12-15,7.29万,0.46,1.1万,-0.46,非常集中,8.25,9万,--,--,000058
2017-11-30,7.26万,-5.39,1.1万,5.70,非常集中,9.03,10万,--,--,000058
2017-11-15,7.67万,3.15,1.0万,-3.05,非常集中,8.90,9万,--,--,000058
2017-10-31,7.44万,-4.14,1.1万,4.32,非常集中,8.61,9万,--,--,000058
2017-10-15,7.76万,7.21,1.0万,-6.72,非常集中,8.47,9万,--,--,000058
2017-09-30,7.24万,0.00,1.1万,0.00,非常集中,8.54,9万,58.12,21.64,000058
2017-09-29,7.24万,-1.83,1.1万,1.87,非常集中,8.54,9万,--,--,000058
2017-09-30,7.88万,-5.10,1.8万,5.37,非常集中,10.96,19万,50.95,38.48,000059
2017-06-30,8.30万,6.44,1.7万,-6.05,非常集中,10.01,17万,50.96,38.49,000059
2017-03-31,7.80万,36.25,1.8万,-26.61,非常集中,11.97,21万,51.21,38.74,000059
2016-12-31,5.72万,-15.46,2.4万,18.29,非常集中,11.90,29万,52.35,39.87,000059
2016-09-30,6.77万,21.78,2.1万,-17.89,非常集中,8.84,18万,54.01,41.54,000059
2016-06-30,5.56万,-8.05,2.5万,8.75,非常集中,9.30,23万,55.22,42.75,000059
2016-03-31,6.04万,-8.78,2.3万,9.62,非常集中,7.77,18万,57.01,9.91,000059
2016-02-29,6.63万,10.07,2.1万,5.95,非常集中,5.89,12万,--,--,000059
2015-12-31,6.02万,-6.84,2.0万,7.35,非常集中,8.01,16万,58.79,41.60,000059
2015-09-30,6.46万,-5.84,1.9万,6.20,非常集中,6.69,12万,58.79,40.57,000059
2017-09-30,14.39万,-10.60,1.5万,11.86,非常集中,12.13,19万,43.12,40.44,000060
2017-06-30,16.10万,11.66,1.4万,-10.46,非常集中,11.20,15万,44.44,44.44,000060
2017-03-31,14.41万,3.16,1.5万,-3.07,非常集中,11.14,17万,45.22,45.22,000060
2016-12-31,13.97万,-13.46,1.6万,15.56,非常集中,11.15,18万,45.81,45.81,000060
2016-09-30,16.15万,-3.46,1.4万,3.59,非常集中,10.19,14万,45.02,45.02,000060
2016-06-30,16.72万,-2.52,1.3万,2.58,非常集中,10.43,14万,46.29,46.29,000060
2016-03-31,17.16万,5.30,1.3万,1.86,非常集中,11.17,14万,46.09,46.09,000060
2016-02-29,16.29万,-2.97,1.3万,3.06,非常集中,11.50,15万,--,--,000060
2015-12-31,16.79万,-1.23,1.2万,1.26,非常集中,14.03,17万,45.59,44.15,000060
2015-09-30,17.00万,-0.97,1.2万,0.98,非常集中,9.39,11万,44.88,43.22,000060
2018-01-15,5.17万,-0.11,3.3万,0.11,非常集中,7.60,25万,--,--,000061
2017-12-31,5.18万,-0.40,3.3万,0.40,非常集中,7.66,25万,--,--,000061
2017-12-15,5.20万,-0.69,3.3万,0.69,非常集中,7.56,25万,--,--,000061
2017-11-30,5.24万,-1.48,3.2万,1.50,非常集中,7.69,25万,--,--,000061
2017-11-15,5.32万,-0.47,3.2万,0.47,非常集中,8.07,26万,--,--,000061
2017-10-31,5.34万,-1.35,3.2万,1.37,非常集中,8.26,26万,--,--,000061
2017-10-15,5.41万,-0.33,3.1万,0.33,非常集中,8.87,28万,--,--,000061
2017-09-30,5.43万,2.70,3.1万,-2.63,非常集中,8.82,27万,70.23,70.23,000061
2017-08-31,5.29万,0.00,3.2万,0.00,非常集中,9.06,29万,--,--,000061
2017-08-15,5.29万,0.00,3.2万,0.00,非常集中,9.06,29万,--,--,000061
2017-09-30,3.99万,-10.91,1.7万,12.24,非常集中,27.12,45万,79.48,72.69,000062
2017-06-30,4.48万,25.87,1.5万,-20.55,非常集中,26.53,39万,79.60,72.79,000062
2017-03-31,3.56万,-3.07,1.9万,3.16,非常集中,25.95,49万,79.43,72.69,000062
2017-02-28,3.67万,-8.40,1.8万,9.18,非常集中,27.63,50万,--,--,000062
2016-12-31,4.01万,-0.49,1.7万,0.49,非常集中,28.41,47万,79.33,72.52,000062
2016-09-30,4.03万,-2.59,1.7万,2.66,非常集中,24.22,40万,79.26,72.38,000062
2016-06-30,4.14万,-12.17,1.6万,13.85,非常集中,27.00,44万,79.86,73.09,000062
2016-03-31,4.71万,-2.13,1.4万,2.18,非常集中,28.06,40万,79.24,72.41,000062
2016-02-29,4.81万,2.47,1.4万,-2.41,非常集中,21.11,29万,--,--,000062
2015-12-31,4.70万,22.70,1.4万,-18.50,非常集中,36.60,52万,79.53,72.65,000062
2017-09-30,16.67万,3.87,2.5万,-3.66,非常集中,28.30,71万,56.07,56.07,000063
2017-06-30,16.05万,0.05,2.6万,0.05,非常集中,23.74,62万,56.47,56.47,000063
2017-03-31,16.05万,-11.02,2.6万,12.39,非常集中,16.96,44万,56.97,56.97,000063
2017-02-28,18.03万,4.59,2.3万,-4.36,非常集中,15.80,37万,--,--,000063
2016-12-31,17.24万,-9.27,2.4万,11.00,非常集中,15.95,39万,56.34,56.34,000063
2016-09-30,19.00万,-11.23,2.2万,12.79,非常集中,14.78,32万,57.08,57.08,000063
2016-06-30,21.41万,5.72,1.9万,-5.40,非常集中,14.34,28万,57.41,57.41,000063
2016-03-31,20.25万,0.84,2.0万,-0.77,非常集中,15.06,31万,57.27,57.27,000063
2015-12-31,20.08万,-2.14,2.1万,2.79,非常集中,18.63,38万,56.65,56.65,000063
2015-09-30,20.52万,5.41,2.0万,13.87,非常集中,15.60,31万,57.44,57.44,000063
2017-09-30,3.16万,11.63,1.3万,-10.42,非常集中,22.47,28万,70.23,50.66,000065
2017-06-30,2.83万,75.29,1.4万,-42.95,非常集中,23.78,34万,70.42,51.17,000065
2017-03-31,1.62万,-3.42,2.5万,3.54,非常集中,35.80,89万,71.46,52.49,000065
2016-12-31,1.67万,0.75,2.4万,48.89,非常集中,27.10,65万,72.37,53.61,000065
2016-09-30,1.66万,-0.10,1.6万,0.10,非常集中,35.94,58万,68.99,66.31,000065
2016-06-30,1.66万,-26.91,1.6万,44.17,非常集中,32.33,52万,67.98,65.30,000065
2016-03-31,2.28万,13.80,1.1万,-12.13,非常集中,28.55,32万,66.74,61.69,000065
2016-02-29,2.00万,-0.06,1.3万,0.06,非常集中,30.53,39万,--,--,000065
2015-12-31,2.00万,-4.11,1.3万,4.29,非常集中,30.53,39万,67.28,63.19,000065
2015-09-30,2.09万,11.42,1.2万,-10.25,非常集中,24.30,30万,66.74,62.31,000065
2018-01-31,15.53万,-0.83,1.6万,0.84,非常集中,7.21,12万,--,--,000066
2018-01-15,15.66万,2.33,1.6万,-2.28,非常集中,7.07,11万,--,--,000066
2017-12-15,15.30万,0.01,1.6万,-0.01,非常集中,7.06,11万,--,--,000066
2017-11-30,15.30万,-0.49,1.6万,0.50,非常集中,6.76,11万,--,--,000066
2017-11-15,15.37万,0.05,1.6万,-0.05,非常集中,7.75,13万,--,--,000066
2017-10-31,15.37万,0.97,1.6万,-0.96,非常集中,7.86,13万,--,--,000066
2017-10-13,15.22万,-2.66,1.6万,2.73,非常集中,8.86,15万,--,--,000066
2017-09-30,15.63万,2.68,1.6万,-2.61,非常集中,8.61,14万,45.39,30.21,000066
2017-09-15,15.23万,0.47,1.6万,-0.47,非常集中,8.56,14万,--,--,000066
2017-08-31,15.16万,2.27,1.6万,-2.22,非常集中,8.41,14万,--,--,000066
2018-02-28,3.23万,0.99,3.1万,-0.98,非常集中,4.56,14万,--,--,000068
2018-02-14,3.20万,-1.08,3.1万,1.09,非常集中,4.25,13万,--,--,000068
2018-01-31,3.24万,-2.28,3.1万,14.89,非常集中,5.00,16万,--,--,000068
2018-01-15,3.31万,-0.76,2.7万,0.77,非常集中,5.49,15万,--,--,000068
2017-12-29,3.34万,-1.10,2.7万,1.11,非常集中,5.05,14万,--,--,000068
2017-12-15,3.38万,-0.16,2.7万,0.16,非常集中,5.25,14万,--,--,000068
2017-11-30,3.38万,-1.71,2.7万,1.74,非常集中,5.66,15万,--,--,000068
2017-11-15,3.44万,-0.67,2.6万,0.68,非常集中,6.34,17万,--,--,000068
2017-10-31,3.46万,-2.76,2.6万,2.84,非常集中,6.38,17万,--,--,000068
2017-10-13,3.56万,-1.10,2.5万,1.11,非常集中,7.00,18万,--,--,000068
2018-02-14,9.55万,1.15,6.4万,-1.13,非常集中,8.66,56万,--,--,000069
2018-01-31,9.44万,-2.85,6.5万,2.98,非常集中,10.35,67万,--,--,000069
2018-01-15,9.72万,-7.91,6.3万,8.59,非常集中,9.67,61万,--,--,000069
2017-12-29,10.56万,0.67,5.8万,-0.67,非常集中,8.49,49万,--,--,000069
2017-12-15,10.49万,0.25,5.9万,-0.25,非常集中,8.11,48万,--,--,000069
2017-11-30,10.46万,-2.98,5.9万,3.07,非常集中,8.89,52万,--,--,000069
2017-11-15,10.78万,0.49,5.7万,-0.49,非常集中,8.37,48万,--,--,000069
2017-10-31,10.73万,-4.90,5.7万,5.50,非常集中,8.76,50万,--,--,000069
2017-10-13,11.28万,5.69,5.4万,-5.39,非常集中,8.47,46万,--,--,000069
2017-09-30,10.67万,-4.31,5.7万,4.50,非常集中,8.17,47万,71.22,47.52,000069
2018-02-28,3.77万,-2.59,1.4万,2.66,非常集中,8.90,13万,--,--,000070
2018-01-31,3.87万,-4.21,1.4万,4.40,非常集中,9.17,13万,--,--,000070
2018-01-15,4.04万,8.33,1.3万,-7.69,非常集中,9.83,13万,--,--,000070
2017-12-29,3.73万,-0.96,1.5万,0.96,非常集中,9.34,14万,--,--,000070
2017-12-15,3.77万,-0.93,1.4万,0.94,非常集中,9.89,14万,--,--,000070
2017-11-30,3.80万,-3.37,1.4万,3.49,非常集中,10.16,14万,--,--,000070
2017-11-15,3.94万,-0.11,1.4万,0.11,非常集中,11.46,16万,--,--,000070
2017-10-31,3.94万,-1.31,1.4万,1.33,非常集中,11.07,15万,--,--,000070
2017-10-13,3.99万,-4.37,1.4万,4.57,非常集中,11.98,16万,--,--,000070
2017-09-30,4.17万,0.00,1.3万,0.00,非常集中,12.74,17万,56.79,45.88,000070
2017-09-30,14.55万,-2.16,1.3万,2.21,非常集中,6.47,8万,50.60,21.60,000078
2017-06-30,14.87万,-5.98,1.2万,7.08,非常集中,6.03,8万,50.77,21.75,000078
2017-03-31,15.82万,-2.98,1.2万,3.07,非常集中,6.17,7万,49.92,20.91,000078
2016-12-31,16.30万,4.54,1.1万,-4.11,非常集中,6.30,7万,48.97,19.93,000078
2016-09-30,15.59万,19.14,1.2万,-15.40,非常集中,6.88,8万,49.31,20.33,000078
2016-06-30,13.09万,25.78,1.4万,98.83,非常集中,7.43,10万,51.11,22.16,000078
2016-03-31,10.41万,6.66,7014.4,-6.24,非常集中,16.40,12万,31.80,31.80,000078
2015-12-31,9.76万,-11.43,7481.3,12.77,非常集中,23.96,18万,31.95,31.95,000078
2015-09-30,11.02万,21.09,6634.1,-17.42,非常集中,13.02,9万,33.31,33.31,000078
2015-06-30,9.10万,-31.22,8033.1,45.39,非常集中,22.00,18万,33.16,33.16,000078
2017-09-30,7.97万,-4.49,2.4万,4.71,非常集中,8.81,21万,78.13,78.13,000088
2017-06-30,8.35万,33.12,2.3万,-24.88,非常集中,10.51,24万,78.23,78.23,000088
2017-03-31,6.27万,11.89,3.1万,-10.63,非常集中,7.87,24万,78.23,78.23,000088
2016-12-31,5.60万,-1.31,3.5万,1.33,非常集中,7.13,25万,78.23,78.23,000088
2016-09-30,5.68万,-3.84,3.4万,3.99,非常集中,7.09,24万,78.23,78.23,000088
2016-06-30,5.91万,-7.18,3.3万,7.74,非常集中,6.44,21万,78.23,78.23,000088
2016-03-31,6.36万,3.20,3.1万,-3.10,非常集中,7.21,22万,78.23,78.23,000088
2015-12-31,6.17万,-14.28,3.2万,16.66,非常集中,8.62,27万,78.23,78.23,000088
2015-09-30,7.19万,-19.38,2.7万,24.04,非常集中,7.26,20万,78.23,78.23,000088
